name,department,rating,num_ratings,would_take_again_pct,level_of_difficulty,professor_url
Hanoch Lev-Ari,Electrical Engineering,3,3,50%,3,https://www.ratemyprofessors.com/professor/884480
Dmitri Krioukov,Physics,1.8,2,0%,4.5,https://www.ratemyprofessors.com/professor/2055282
Adrian Feiguin,Physics,4.5,2,100%,3,https://www.ratemyprofessors.com/professor/2245035
Gloria Barczak,Marketing,3.7,7,0%,3.3,https://www.ratemyprofessors.com/professor/655433
Darcey Searles,Communication Studies,4,2,100%,4,https://www.ratemyprofessors.com/professor/2429396
LyNea Thomas,Managerial Science,2.5,2,0%,5,https://www.ratemyprofessors.com/professor/2380739
Lilia Bacu,Nursing,4.2,10,80%,3.5,https://www.ratemyprofessors.com/professor/2197822
Patricia Brandl,Chemistry,2,1,0%,4,https://www.ratemyprofessors.com/professor/2154481
Jan-Willem Van De Meent,Computer Science,4,1,100%,3,https://www.ratemyprofessors.com/professor/2330229
Lucy Maulsby,Architecture,4.2,10,100%,3.4,https://www.ratemyprofessors.com/professor/1131451
Chana Haouzi,Architecture,5,2,100%,4,https://www.ratemyprofessors.com/professor/2243761
Richard O'Bryant,Political Science,4.3,13,100%,2,https://www.ratemyprofessors.com/professor/418021
Edward Kammerer,Law,3.7,7,0%,3.3,https://www.ratemyprofessors.com/professor/1507154
Dennis Yeh,Computer Science,1.5,2,0%,3,https://www.ratemyprofessors.com/professor/2507978
Bryan Wint,Sociology,3.3,3,67%,3.7,https://www.ratemyprofessors.com/professor/2393071
Marco Deseriis,Media Studies,4,1,100%,3,https://www.ratemyprofessors.com/professor/2132272
Beck Strah,Criminal Justice,5,21,100%,3,https://www.ratemyprofessors.com/professor/2248137
Jayant Shah,Mathematics,2.3,23,50%,3.2,https://www.ratemyprofessors.com/professor/332735
Jennifer Cole,Geology,3.9,75,100%,2.8,https://www.ratemyprofessors.com/professor/921651
Marisol Fernandez-Garcia,Modern Languages,4.2,15,100%,2.4,https://www.ratemyprofessors.com/professor/323344
Gary Rife,Economics,2.5,2,0%,3.5,https://www.ratemyprofessors.com/professor/1993428
Ignacio Barros Reyes,Mathematics,1.8,4,25%,4.5,https://www.ratemyprofessors.com/professor/2478185
Peter O'Reilly,Engineering,1,2,0%,4,https://www.ratemyprofessors.com/professor/1999944
Mark Lomanno,Music,2.7,8,38%,3.8,https://www.ratemyprofessors.com/professor/2304091
Sophie Bacq,Entrepreneurship,5,4,100%,3.8,https://www.ratemyprofessors.com/professor/1891089
Joan Farre-Mensa,Finance,1.5,2,0%,5,https://www.ratemyprofessors.com/professor/2493689
Fredrick Wiseman,Business,4.7,23,33%,2.3,https://www.ratemyprofessors.com/professor/316558
Bruce Russell,Business,4.5,32,100%,2.8,https://www.ratemyprofessors.com/professor/362709
Brenda Douglas,Nursing,4,18,0%,2.7,https://www.ratemyprofessors.com/professor/246845
Rukmini Vijaykumar,Computer Science,1.5,2,0%,4.5,https://www.ratemyprofessors.com/professor/2462944
Carmen McClish,Communication Studies,3.6,15,75%,4,https://www.ratemyprofessors.com/professor/1051953
Michal Fux,Psychology,1.5,2,0%,5,https://www.ratemyprofessors.com/professor/2352647
Michele Zee,Psychology,2.8,28,22%,4,https://www.ratemyprofessors.com/professor/1360742
Charles Cox III,History,4,7,100%,3.6,https://www.ratemyprofessors.com/professor/384604
Ruth Raubitschek,Entrepreneurship,3,1,0%,3,https://www.ratemyprofessors.com/professor/2478911
Theodore (Ted) Landsmark,Public Policy,4,1,100%,4,https://www.ratemyprofessors.com/professor/2488491
Solomon Jekel,Mathematics,4,26,100%,2.4,https://www.ratemyprofessors.com/professor/261446
Bartek Chomanski,Philosophy,5,2,100%,1.5,https://www.ratemyprofessors.com/professor/2364202
Colin Corrigan,English,5,1,100%,4,https://www.ratemyprofessors.com/professor/2486932
Deya Roy,Communication Studies,3.3,7,43%,3.1,https://www.ratemyprofessors.com/professor/2327666
Zhongmin Wang,Economics,3.4,12,100%,3,https://www.ratemyprofessors.com/professor/814415
Laurance Ginsberg,Business,3.8,8,100%,4,https://www.ratemyprofessors.com/professor/1955269
John Casey,Computer Science,3.3,34,0%,2.1,https://www.ratemyprofessors.com/professor/123223
Eileen McDonagh,Political Science,1.1,7,0%,2.7,https://www.ratemyprofessors.com/professor/966797
Charles Bame-Aldred,Accounting,3.5,26,75%,4.2,https://www.ratemyprofessors.com/professor/1039755
Andrew Baranauskas,Criminal Justice,4.4,5,80%,2.2,https://www.ratemyprofessors.com/professor/2297712
Michael Brown,Sociology,3.3,30,100%,3.7,https://www.ratemyprofessors.com/professor/265797
Amine Benali,Business,3.6,6,50%,3.2,https://www.ratemyprofessors.com/professor/2070524
Alessandro  Vespignani,Physics,5,2,100%,1,https://www.ratemyprofessors.com/professor/2008711
Jessica Dyer,Mathematics,3,1,0%,4,https://www.ratemyprofessors.com/professor/2403805
Neil Alper,Economics,3.5,38,0%,3.7,https://www.ratemyprofessors.com/professor/122849
Samuel Judge,Mathematics,4.7,6,83%,2.7,https://www.ratemyprofessors.com/professor/2405196
David DeCamp,History,4,1,100%,2,https://www.ratemyprofessors.com/professor/2461230
Milda Richardson,Architecture,4.3,14,100%,2,https://www.ratemyprofessors.com/professor/794954
Ioana Bogdan,Electrical Engineering,3.7,3,67%,2.7,https://www.ratemyprofessors.com/professor/2290605
Celine Esch,Biology,2,1,0%,3,https://www.ratemyprofessors.com/professor/2475349
Kay Onan,Chemistry,2.6,26,50%,2.9,https://www.ratemyprofessors.com/professor/2038586
Denise Dunlap-Hinkler,International Business,3.9,67,50%,4.2,https://www.ratemyprofessors.com/professor/1260681
Hao Sun,Civil Engineering,5,1,100%,4,https://www.ratemyprofessors.com/professor/2472781
Mishac Yegian,Environmental Science,2.8,6,100%,2.7,https://www.ratemyprofessors.com/professor/453680
Kara Braciale,Visual Arts,3.3,3,50%,2.7,https://www.ratemyprofessors.com/professor/2009213
Robert Lentz,Business,3.3,4,50%,3.3,https://www.ratemyprofessors.com/professor/2217498
Thomas Cullinane,Industrial Engineering,3,1,0%,2,https://www.ratemyprofessors.com/professor/2157211
Angelica Llavata-Gascon,Modern Languages,2.6,11,0%,2.9,https://www.ratemyprofessors.com/professor/1129499
Christopher Weinmann,English,1.4,19,0%,4.7,https://www.ratemyprofessors.com/professor/586967
Edgar Anderson,Management,4,1,100%,4,https://www.ratemyprofessors.com/professor/2459632
Tom Lerra,Marketing,4.3,55,73%,1.7,https://www.ratemyprofessors.com/professor/286585
Natalia Gold,Finance,4.6,12,100%,3.5,https://www.ratemyprofessors.com/professor/1959085
Sandy Magill,Criminal Justice,4,2,50%,4,https://www.ratemyprofessors.com/professor/2399017
George Alverson,Physics,2.3,20,100%,3.7,https://www.ratemyprofessors.com/professor/215037
Pauline Hamel,Physical Therapy,1.3,5,0%,3.6,https://www.ratemyprofessors.com/professor/1015850
Michael Pollastri,Chemistry,4.5,21,90%,3.3,https://www.ratemyprofessors.com/professor/1558666
Rebecca Shansky,Psychology,3.8,13,100%,4.3,https://www.ratemyprofessors.com/professor/1751655
Deniz Erdogmus,Electrical Engineering,3,3,33%,3.3,https://www.ratemyprofessors.com/professor/2286099
Craig  McCarthy,Entrepreneurship,3.9,4,100%,2.2,https://www.ratemyprofessors.com/professor/2080192
Caitlin McGill,Writing,5,1,100%,3,https://www.ratemyprofessors.com/professor/2458292
Richard Katula,Communication,3.6,18,100%,3.2,https://www.ratemyprofessors.com/professor/207910
Sam Lotuff,Communication,4.5,13,100%,3.4,https://www.ratemyprofessors.com/professor/186460
Bruce Buckbee,Business,4,7,100%,2.9,https://www.ratemyprofessors.com/professor/118981
Joe Castiglione,Communication,4,4,100%,2,https://www.ratemyprofessors.com/professor/777762
Sarah Payne,English,3.5,4,100%,2.3,https://www.ratemyprofessors.com/professor/1921874
Alice Sedar,French,3.3,16,60%,2.6,https://www.ratemyprofessors.com/professor/1432541
Sonya Larrieux,Physical Therapy,3,2,50%,2.5,https://www.ratemyprofessors.com/professor/2444059
Laurie Achin,Sign Language,4.5,4,100%,2.5,https://www.ratemyprofessors.com/professor/2329052
Adam Hall,Chemistry,3.3,2,100%,2.5,https://www.ratemyprofessors.com/professor/1924176
Frank Scott,Business,4,3,67%,3.3,https://www.ratemyprofessors.com/professor/2314779
Seckin Demirbas,Mathematics,4.5,6,83%,2.8,https://www.ratemyprofessors.com/professor/2100260
Azin Houshmand,Mechanical Engineering,5,2,100%,4,https://www.ratemyprofessors.com/professor/2350811
Leonardo Vivas,International Affairs,3,2,50%,3,https://www.ratemyprofessors.com/professor/2097735
Stephen Rando,Psychology,3.9,3,50%,3.7,https://www.ratemyprofessors.com/professor/2093118
Guido Lopez,Mathematics,1,2,50%,3.5,https://www.ratemyprofessors.com/professor/2314663
Eric DiNoto,Criminal Justice,4,1,100%,2,https://www.ratemyprofessors.com/professor/2444483
Linda Blum,Sociology,1.2,11,0%,3.4,https://www.ratemyprofessors.com/professor/1375919
Miriam Tola,Media Studies,3.6,5,60%,2.8,https://www.ratemyprofessors.com/professor/2424637
Christopher Hasson,Physical Therapy,5,1,100%,3,https://www.ratemyprofessors.com/professor/2444053
Steve Clark,Physical Therapy,5,2,100%,3,https://www.ratemyprofessors.com/professor/2319041
Daniel Ries,Computer amp Informational Tech.,5,1,100%,1,https://www.ratemyprofessors.com/professor/2443071
William DeAngelis,Philosophy,4.6,45,100%,3.2,https://www.ratemyprofessors.com/professor/591711
Kamen Madjarov,Economics,2.6,7,0%,4,https://www.ratemyprofessors.com/professor/987018
Tomasz Taylor,Physics,2.9,5,0%,3.4,https://www.ratemyprofessors.com/professor/593455
Francesca Inglese,Music,2.5,2,50%,2.5,https://www.ratemyprofessors.com/professor/2425099
Mikhail Mironov,Mathematics,3,1,100%,2,https://www.ratemyprofessors.com/professor/2440359
Scott Wright,Marketing,1,1,0%,3,https://www.ratemyprofessors.com/professor/2403419
Ameet Pinto,Civil Engineering,3,3,33%,4.3,https://www.ratemyprofessors.com/professor/2240286
Alexander Moll,Mathematics,4,1,100%,2,https://www.ratemyprofessors.com/professor/2406771
Amy Xia,Business Administration,3,12,67%,2.6,https://www.ratemyprofessors.com/professor/1642545
Sriramasundarar Rajagopalan,Leadership,4,2,50%,3.5,https://www.ratemyprofessors.com/professor/2337943
Dayna Martinez,Industrial Engineering,3.3,5,50%,3,https://www.ratemyprofessors.com/professor/1925723
Robert Pritchard,Economics,3,46,33%,3.2,https://www.ratemyprofessors.com/professor/439219
Marina Leslie,English,4.3,23,50%,3.6,https://www.ratemyprofessors.com/professor/21383
Cynthia Lee,Business,1,5,0%,3.2,https://www.ratemyprofessors.com/professor/689024
Kristina Dzara,Health Science,5,1,100%,2,https://www.ratemyprofessors.com/professor/2431727
Jackie Isaacs,Mechanical Engineering,4.5,11,100%,2.7,https://www.ratemyprofessors.com/professor/219458
Greg Kowalski,Engineering,1.5,2,0%,4.5,https://www.ratemyprofessors.com/professor/2331724
Moya Bailey,Women's Studies,3.8,5,100%,2,https://www.ratemyprofessors.com/professor/1954515
Dylan Maguire,Political Science,2.7,3,33%,3,https://www.ratemyprofessors.com/professor/2287335
Jonathan Osborne,Writing,1,1,0%,3,https://www.ratemyprofessors.com/professor/2425979
Len Albright,Sociology,5,5,100%,1.8,https://www.ratemyprofessors.com/professor/1890997
Pablo Soberon Bravo,Mathematics,3,6,33%,4.3,https://www.ratemyprofessors.com/professor/2088708
Allison Seitchik,Psychology,4.5,3,100%,3,https://www.ratemyprofessors.com/professor/1852961
Matthew Dolliver,Criminal Justice,4.9,7,0%,1.3,https://www.ratemyprofessors.com/professor/1692681
Sarah Jackson,Communication Studies,4.8,7,100%,2.7,https://www.ratemyprofessors.com/professor/1668442
Nadaa Naji,Computer Science,3,10,62%,3.1,https://www.ratemyprofessors.com/professor/2137436
Carl Zangerl,Communication Studies,3.4,5,50%,3.8,https://www.ratemyprofessors.com/professor/1318177
Aleksei Pakharev,Mathematics,5,1,100%,3,https://www.ratemyprofessors.com/professor/2419403
Alireza Karimi,Mechanical Engineering,2.3,3,50%,4.7,https://www.ratemyprofessors.com/professor/1997770
Brigid Flynn,English,3.5,2,50%,3,https://www.ratemyprofessors.com/professor/1749055
Benjamin Levy,Mathematics,3.8,4,50%,3.3,https://www.ratemyprofessors.com/professor/2279534
Meredith Weiss,Journalism,4.8,5,100%,2.4,https://www.ratemyprofessors.com/professor/2164667
Nancy Kindelan,Theater,3.9,23,100%,4,https://www.ratemyprofessors.com/professor/280472
Jelena Nikolic,Economics,2.3,18,25%,3.6,https://www.ratemyprofessors.com/professor/2068959
Heidi Kilmer,Management,5,2,100%,3.5,https://www.ratemyprofessors.com/professor/2362869
Robert Massoud,Management,5,2,100%,2,https://www.ratemyprofessors.com/professor/2380726
Pamela Woodnick,Business Administration,1,1,0%,4,https://www.ratemyprofessors.com/professor/2405228
Brooke Chornyak,Creative Studies,1,1,0%,3,https://www.ratemyprofessors.com/professor/2401193
Ricardo Checchi,Business Administration,1,4,0%,4.5,https://www.ratemyprofessors.com/professor/2302752
William Crotty,Political Science,2.5,5,100%,3.8,https://www.ratemyprofessors.com/professor/820729
Kwamina Panford,African-American Studies,5,2,100%,3.5,https://www.ratemyprofessors.com/professor/2394807
Svetlana Todorova,Business,3,24,42%,2.9,https://www.ratemyprofessors.com/professor/1920035
Nikolai Slavov,Mathematics,2.5,2,50%,4,https://www.ratemyprofessors.com/professor/2173025
Florencia Gabriella,Political Science,2.8,2,0%,3.5,https://www.ratemyprofessors.com/professor/1097561
Elaine Walker,Human Resources Management,4,46,89%,3.3,https://www.ratemyprofessors.com/professor/1494644
Tosin Davis,Management,2.5,2,0%,5,https://www.ratemyprofessors.com/professor/2365915
James Bennyan,Engineering,2,9,0%,4.7,https://www.ratemyprofessors.com/professor/326327
Alex Sorokin,Mathematics,1,1,0%,5,https://www.ratemyprofessors.com/professor/2395842
Kwame Panford,African-American Studies,3,13,100%,3.6,https://www.ratemyprofessors.com/professor/1053591
Linlin Ma,Finance,4.2,6,33%,3.2,https://www.ratemyprofessors.com/professor/1917998
Eric Melenbrink,Visual Arts,3,2,50%,4.5,https://www.ratemyprofessors.com/professor/2370582
Eno Ebong,Chemical Engineering,1,1,0%,5,https://www.ratemyprofessors.com/professor/1993171
Richard Saracusa,Computer Science,3,2,50%,4.5,https://www.ratemyprofessors.com/professor/2279067
Mark  Willis,Leadership,4.8,2,100%,3.5,https://www.ratemyprofessors.com/professor/1924288
Mark Kjellman,English,4,1,100%,2,https://www.ratemyprofessors.com/professor/2353583
Rebecca Mahoney,English,5,2,100%,3.5,https://www.ratemyprofessors.com/professor/2369133
Brian Caselli,Regulatory Affairs,4,1,100%,3,https://www.ratemyprofessors.com/professor/2388953
Robert Goldberg,Business,3.6,48,62%,2.2,https://www.ratemyprofessors.com/professor/530226
Terrence Gaffney,Mathematics,3.1,38,50%,3.7,https://www.ratemyprofessors.com/professor/2205
Waleed Meleis,Electrical Engineering,4.5,33,100%,2.6,https://www.ratemyprofessors.com/professor/778210
Kapil Arya,Computer Science,5,2,100%,4,https://www.ratemyprofessors.com/professor/2075668
Donald Margotta,Finance,3.9,9,83%,3.9,https://www.ratemyprofessors.com/professor/975231
Stephen Alt,Computer Science,5,3,100%,3.3,https://www.ratemyprofessors.com/professor/2380925
Michael Meyer,Philosophy,3.3,52,0%,3.8,https://www.ratemyprofessors.com/professor/291890
Eiko Hodes,East Asian Studies,5,1,100%,4,https://www.ratemyprofessors.com/professor/2377975
Bogume Jang,Mathematics,4.3,28,100%,2.1,https://www.ratemyprofessors.com/professor/1663702
Natoli Marie,Political Science,3,1,0%,3,https://www.ratemyprofessors.com/professor/1605841
Matthew Lenda,Engineering,5,1,100%,3,https://www.ratemyprofessors.com/professor/2383399
Dov Waxman,Political Science,4.2,14,100%,3.6,https://www.ratemyprofessors.com/professor/2002282
Ashley Coates,International Studies,5,1,100%,3,https://www.ratemyprofessors.com/professor/2382467
Tiina Mason,Management,2,1,0%,3,https://www.ratemyprofessors.com/professor/2380719
Caitlyn Scudder,Business Administration,3,7,67%,1.8,https://www.ratemyprofessors.com/professor/2102642
Emily Kales,Psychology,2.7,26,100%,3.3,https://www.ratemyprofessors.com/professor/166962
Louise Vital,Education,5,1,100%,4,https://www.ratemyprofessors.com/professor/2371603
Edward Gutierrez,History,4.8,5,100%,3.2,https://www.ratemyprofessors.com/professor/2099510
Kevin Helmich,Accounting,3,1,0%,5,https://www.ratemyprofessors.com/professor/2369129
Wendy Smith,Biology,4.7,10,100%,3.6,https://www.ratemyprofessors.com/professor/184657
Lloyd Tanlu,Accounting,4.9,7,83%,3.9,https://www.ratemyprofessors.com/professor/2099560
Pooja Balani,Biology,2.4,8,38%,3.6,https://www.ratemyprofessors.com/professor/2218027
Asimina Nikolopoulou,English,4,5,100%,2.6,https://www.ratemyprofessors.com/professor/2154443
Saurabh Ambulkar,Business,5,1,100%,3,https://www.ratemyprofessors.com/professor/2367979
James Browning,Engineering,4.3,4,75%,2.8,https://www.ratemyprofessors.com/professor/2313013
Lana Caron,Creative Studies,1,1,0%,4,https://www.ratemyprofessors.com/professor/2302945
Beverly Jaeger,Engineering,3.9,44,100%,2.9,https://www.ratemyprofessors.com/professor/129997
S. M Gupta,Engineering,3.1,12,0%,2.2,https://www.ratemyprofessors.com/professor/479726
Alan Schroeder,Journalism,4.7,43,100%,2.4,https://www.ratemyprofessors.com/professor/186458
Michael Davis,Communication Studies,4.2,9,75%,3,https://www.ratemyprofessors.com/professor/1945497
Courtney Minard,Entrepreneurship,3,4,67%,4.5,https://www.ratemyprofessors.com/professor/2119036
Ruoran Zhang,Mathematics,1.4,7,0%,3.9,https://www.ratemyprofessors.com/professor/2303105
Kyle Courtney,Law,4.7,6,100%,3.3,https://www.ratemyprofessors.com/professor/1070690
Tamer Cetin,Economics,4.2,5,80%,2.2,https://www.ratemyprofessors.com/professor/2304674
Thomas Plahovinsak,Economics,3.3,4,100%,3.2,https://www.ratemyprofessors.com/professor/1907547
James Ross,Journalism,4,1,100%,1,https://www.ratemyprofessors.com/professor/2359817
Timothy Bickmore,Computer Science,3.2,5,100%,3.6,https://www.ratemyprofessors.com/professor/983340
Ian Sullivan,Philosophy,5,2,100%,2.5,https://www.ratemyprofessors.com/professor/2353598
Javed Aslam,Computer Science,4.7,27,85%,3.3,https://www.ratemyprofessors.com/professor/589042
Jason Polins,Fine Arts,1.9,3,0%,2.7,https://www.ratemyprofessors.com/professor/1945352
Jeff Kushner,Music Business,5,1,100%,2,https://www.ratemyprofessors.com/professor/2355532
Ann Blumer,Psychology,2.5,13,60%,2.3,https://www.ratemyprofessors.com/professor/2123732
