term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,5,4.4,3.98,4.2,4.0,4.0,5.0,2,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,6,5.0,4.66,4.69,5.0,5.0,5.0,6,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,7,4.57,4.21,4.45,5.0,4.0,5.0,4,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,7,4.71,4.23,4.36,5.0,4.0,5.0,5,2,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Learning Related Questions,In-class sessions were helpful for learning.,7,4.86,4.25,4.29,5.0,4.0,5.0,6,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,7,4.29,4.2,4.29,5.0,4.0,5.0,4,1,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Learning Related Questions,This course was intellectually challenging.,7,4.14,4.17,4.37,4.0,4.0,5.0,2,4,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Learning Related Questions,I learned a lot in this course.,7,4.71,4.28,4.43,5.0,4.0,5.0,6,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor came to class prepared to teach.,7,4.86,4.65,4.6,5.0,5.0,5.0,6,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor used class time effectively.,7,4.71,4.46,4.44,5.0,5.0,5.0,5,2,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor clearly communicated ideas and information.,7,4.71,3.85,4.31,5.0,4.0,5.0,5,2,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor provided sufficient feedback.,7,4.29,4.02,4.26,4.0,4.0,5.0,3,3,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor fairly evaluated my performance.,7,5.0,4.25,4.36,5.0,4.0,5.0,7,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor was available to assist students outside of class.,7,4.57,4.55,4.52,5.0,5.0,5.0,5,1,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor facilitated a respectful and inclusive learning environment.,7,5.0,4.68,4.61,5.0,5.0,5.0,7,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Related Questions: Ahmad Abdul Khalek,The instructor displayed enthusiasm for the course.,7,5.0,4.77,4.71,5.0,5.0,5.0,7,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for INTB2205-05 Bus Dec Mkng in Dev Cntry Envn  (Ahmad Abdul Khalek),20,Instructor Effectiveness: Ahmad Abdul Khalek,What is your overall rating of this instructor's teaching effectiveness?,7,4.71,4.3,4.5,5.0,4.0,5.0,5,2,0,0,0,,,
